proteinID	LocusTag	location	proteinID2	description	strand	geneStart	geneEnd	gap_start	gap_end	gap_length	gap_treatment	gap_strand	overlap_type
AGU55283.1	RSAU_001457	complement(1576428..1577012)	AGU55283.1	putative metal dependent phosphohydrolases with conserved 'HD' motif	-	1576428	1577012	1570881	1697363	126482	TSB	+	Gene within gap
AGU55284.1	RSAU_001458	complement(1577002..1577571)	AGU55284.1	nicotinate/nicotinamide nucleotide adenylyltransferase	-	1577002	1577571	1570881	1697363	126482	TSB	+	Gene within gap
AGU55285.1	RSAU_001459	complement(1577574..1577864)	AGU55285.1	CRM domain ribosomal assembly protein, putative	-	1577574	1577864	1570881	1697363	126482	TSB	+	Gene within gap
AGU55286.1	RSAU_001460	complement(1577868..1578674)	AGU55286.1	shikimate 5-dehydrogenase	-	1577868	1578674	1570881	1697363	126482	TSB	+	Gene within gap
AGU55287.1	RSAU_001461	complement(1578688..1579788)	AGU55287.1	GTPase, putative	-	1578688	1579788	1570881	1697363	126482	TSB	+	Gene within gap
AGU55288.1	RSAU_001462	complement(1579789..1580316)	AGU55288.1	HAD-superfamily hydrolase	-	1579789	1580316	1570881	1697363	126482	TSB	+	Gene within gap
AGU55289.1	RSAU_001463	complement(1580336..1581022)	AGU55289.1	5-methylthioadenosine/S-adenosylhomocysteine nucleosidase	-	1580336	1581022	1570881	1697363	126482	TSB	+	Gene within gap
AGU55290.1	RSAU_001464	complement(1581805..1582509)	AGU55290.1	enterotoxin type A, putative	-	1581805	1582509	1570881	1697363	126482	TSB	+	Gene within gap
AGU55291.1	RSAU_001465	complement(1583091..1584191)	AGU55291.1	Fic family protein	-	1583091	1584191	1570881	1697363	126482	TSB	+	Gene within gap
AGU55292.1	RSAU_001466	complement(1584479..1585678)	AGU55292.1	NRAMP family transporter	-	1584479	1585678	1570881	1697363	126482	TSB	+	Gene within gap
AGU55293.1	RSAU_001467	complement(1585721..1586473)	AGU55293.1	LamB/YcsF family protein	-	1585721	1586473	1570881	1697363	126482	TSB	+	Gene within gap
AGU55294.1	RSAU_001468	complement(1586473..1587834)	AGU55294.1	acetyl-CoA biotin carboxylase	-	1586473	1587834	1570881	1697363	126482	TSB	+	Gene within gap
AGU55295.1	RSAU_001469	complement(1587848..1588297)	AGU55295.1	acetyl-CoA carboxylase, biotin carboxyl carrier protein, putative	-	1587848	1588297	1570881	1697363	126482	TSB	+	Gene within gap
AGU55296.1	RSAU_001470	complement(1588299..1589309)	AGU55296.1	allophanate hydrolase subunit 2	-	1588299	1589309	1570881	1697363	126482	TSB	+	Gene within gap
AGU55297.1	RSAU_001471	complement(1589299..1590033)	AGU55297.1	allophanate hydrolase subunit 1	-	1589299	1590033	1570881	1697363	126482	TSB	+	Gene within gap
AGU55298.1	RSAU_001472	complement(1590360..1590836)	AGU55298.1	transcription elongation factor GreA	-	1590360	1590836	1570881	1697363	126482	TSB	+	Gene within gap
AGU55299.1	RSAU_001473	complement(1590864..1591487)	AGU55299.1	uridine monophosphate kinase	-	1590864	1591487	1570881	1697363	126482	TSB	+	Gene within gap
AGU55300.1	RSAU_001474	complement(1591487..1592755)	AGU55300.1	peptidase, U32 family	-	1591487	1592755	1570881	1697363	126482	TSB	+	Gene within gap
AGU55301.1	RSAU_001475	complement(1592767..1593690)	AGU55301.1	peptidase, U32 family	-	1592767	1593690	1570881	1697363	126482	TSB	+	Gene within gap
AGU55302.1	RSAU_001476	complement(1593693..1594331)	AGU55302.1	O-methyltransferase, predicted	-	1593693	1594331	1570881	1697363	126482	TSB	+	Gene within gap
AGU55303.1	RSAU_001477	complement(1594616..1594924)	AGU55303.1	hypothetical protein	-	1594616	1594924	1570881	1697363	126482	TSB	+	Gene within gap
AGU55304.1	RSAU_001478	complement(1594939..1595367)	AGU55304.1	Holliday junction resolvase, putative	-	1594939	1595367	1570881	1697363	126482	TSB	+	Gene within gap
AGU55305.1	RSAU_001479	complement(1595371..1595631)	AGU55305.1	hypothetical protein with DUF935	-	1595371	1595631	1570881	1697363	126482	TSB	+	Gene within gap
AGU55306.1	RSAU_001480	complement(1595694..1598327)	AGU55306.1	alanyl-tRNA synthetase	-	1595694	1598327	1570881	1697363	126482	TSB	+	Gene within gap
AGU55307.1	RSAU_001481	complement(1598666..1601143)	AGU55307.1	RecD-TraA family helicase, putative	-	1598666	1601143	1570881	1697363	126482	TSB	+	Gene within gap
AGU55308.1	RSAU_001482	complement(1601145..1601813)	AGU55308.1	TPR domain protein	-	1601145	1601813	1570881	1697363	126482	TSB	+	Gene within gap
AGU55309.1	RSAU_001483	complement(1602450..1603568)	AGU55309.1	tRNA-specific 5-methylaminomethyl-2-thiouridylate-methyltransferase	-	1602450	1603568	1570881	1697363	126482	TSB	+	Gene within gap
AGU55310.1	RSAU_001484	complement(1603569..1604711)	AGU55310.1	cysteine desulfurase, putative	-	1603569	1604711	1570881	1697363	126482	TSB	+	Gene within gap
AGU55311.1	RSAU_001485	1605023..1606036	AGU55311.1	flavin-dependent oxidoreductase, putative	+	1605023	1606036	1570881	1697363	126482	TSB	+	Gene within gap
AGU55312.1	RSAU_001486	complement(1606273..1606419)	AGU55312.1	hypothetical protein	-	1606273	1606419	1570881	1697363	126482	TSB	+	Gene within gap
AGU55313.1	RSAU_001487	complement(1606459..1606641)	AGU55313.1	putative staphylococcal protein	-	1606459	1606641	1570881	1697363	126482	TSB	+	Gene within gap
AGU55314.1	RSAU_001488	complement(1606741..1607163)	AGU55314.1	transcriptional regulator, putative	-	1606741	1607163	1570881	1697363	126482	TSB	+	Gene within gap
AGU55315.1	RSAU_001489	1607248..1608522	AGU55315.1	recombination factor RarA	+	1607248	1608522	1570881	1697363	126482	TSB	+	Gene within gap
AGU55316.1	RSAU_001490	complement(1608683..1609456)	AGU55316.1	molybdopterin/thiamine biosynthesis dinucleotide-utilizing enzyme, putative	-	1608683	1609456	1570881	1697363	126482	TSB	+	Gene within gap
AGU55317.1	RSAU_001491	complement(1609917..1611683)	AGU55317.1	aspartyl-tRNA synthetase	-	1609917	1611683	1570881	1697363	126482	TSB	+	Gene within gap
AGU55318.1	RSAU_001492	complement(1611699..1612961)	AGU55318.1	histidyl-tRNA synthetase	-	1611699	1612961	1570881	1697363	126482	TSB	+	Gene within gap
AGU55319.1	RSAU_001493	complement(1613422..1614297)	AGU55319.1	N-acetylmuramoyl-L-alanine amidase	-	1613422	1614297	1570881	1697363	126482	TSB	+	Gene within gap
AGU55320.1	RSAU_001494	complement(1614294..1614746)	AGU55320.1	D-tyrosyl-tRNA(Tyr) deacylase	-	1614294	1614746	1570881	1697363	126482	TSB	+	Gene within gap
AGU55321.1	RSAU_001495	complement(1614758..1616947)	AGU55321.1	GTP pyrophosphokinase	-	1614758	1616947	1570881	1697363	126482	TSB	+	Gene within gap
AGU55322.1	RSAU_001496	complement(1617374..1617892)	AGU55322.1	adenine phosphoribosyltransferase	-	1617374	1617892	1570881	1697363	126482	TSB	+	Gene within gap
AGU55323.1	RSAU_001497	complement(1617914..1620187)	AGU55323.1	single-stranded-DNA-specific exonuclease RecJ	-	1617914	1620187	1570881	1697363	126482	TSB	+	Gene within gap
AGU55324.1	RSAU_001498	complement(1620390..1622669)	AGU55324.1	bifunctional preprotein translocase subunit SecD/SecF	-	1620390	1622669	1570881	1697363	126482	TSB	+	Gene within gap
AGU55325.1	RSAU_001499	complement(1622944..1623204)	AGU55325.1	preprotein translocase, YajC subunit	-	1622944	1623204	1570881	1697363	126482	TSB	+	Gene within gap
AGU55326.1	RSAU_001500	complement(1623223..1624362)	AGU55326.1	queuine tRNA-ribosyltransferase	-	1623223	1624362	1570881	1697363	126482	TSB	+	Gene within gap
AGU55327.1	RSAU_001501	complement(1624385..1625410)	AGU55327.1	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	-	1624385	1625410	1570881	1697363	126482	TSB	+	Gene within gap
AGU55328.1	RSAU_001502	complement(1625412..1626416)	AGU55328.1	Holliday junction DNA helicase RuvB	-	1625412	1626416	1570881	1697363	126482	TSB	+	Gene within gap
AGU55329.1	RSAU_001503	complement(1626448..1627050)	AGU55329.1	Holliday junction DNA helicase RuvA	-	1626448	1627050	1570881	1697363	126482	TSB	+	Gene within gap
AGU55330.1	RSAU_001504	complement(1627064..1627522)	AGU55330.1	ACT domain protein	-	1627064	1627522	1570881	1697363	126482	TSB	+	Gene within gap
AGU55331.1	RSAU_001505	complement(1627532..1628824)	AGU55331.1	Spo0B-related GTP-binding protein	-	1627532	1628824	1570881	1697363	126482	TSB	+	Gene within gap
AGU55332.1	RSAU_001506	complement(1629310..1629594)	AGU55332.1	50S ribosomal protein L27	-	1629310	1629594	1570881	1697363	126482	TSB	+	Gene within gap
AGU55333.1	RSAU_001507	complement(1629606..1629926)	AGU55333.1	hypothetical protein with DUF464	-	1629606	1629926	1570881	1697363	126482	TSB	+	Gene within gap
AGU55334.1	RSAU_001509	complement(1630477..1631007)	AGU55334.1	cell shape determinant MreD	-	1630477	1631007	1570881	1697363	126482	TSB	+	Gene within gap
AGU55335.1	RSAU_001510	complement(1631007..1631849)	AGU55335.1	cell shape-determinant MreC	-	1631007	1631849	1570881	1697363	126482	TSB	+	Gene within gap
AGU55336.1	RSAU_001511	complement(1632241..1632714)	AGU55336.1	hypothetical protein	-	1632241	1632714	1570881	1697363	126482	TSB	+	Gene within gap
AGU55337.1	RSAU_001512	1632856..1633071	AGU55337.1	hypothetical protein	+	1632856	1633071	1570881	1697363	126482	TSB	+	Gene within gap
AGU55338.1	RSAU_001513	complement(1633540..1633656)	AGU55338.1	hypothetical protein	-	1633540	1633656	1570881	1697363	126482	TSB	+	Gene within gap
AGU55339.1	RSAU_001515	complement(1634547..1636961)	AGU55339.1	cadmium translocating P-type ATPase CadA, putative	-	1634547	1636961	1570881	1697363	126482	TSB	+	Gene within gap
AGU55340.1	RSAU_001516	complement(1636954..1637319)	AGU55340.1	cadmium efflux system repressor, putative	-	1636954	1637319	1570881	1697363	126482	TSB	+	Gene within gap
AGU55341.1	RSAU_001517	complement(1637557..1637934)	AGU55341.1	Transposon transposase C, putative	-	1637557	1637934	1570881	1697363	126482	TSB	+	Gene within gap
AGU55342.1	RSAU_001518	complement(1637941..1639833)	AGU55342.1	Transposon transposase B, putative	-	1637941	1639833	1570881	1697363	126482	TSB	+	Gene within gap
AGU55343.1	RSAU_001519	complement(1639830..1640894)	AGU55343.1	transposase A, putative	-	1639830	1640894	1570881	1697363	126482	TSB	+	Gene within gap
AGU55344.1	RSAU_001520	complement(1641035..1641589)	AGU55344.1	DNA repair protein RadC, putative	-	1641035	1641589	1570881	1697363	126482	TSB	+	Gene within gap
AGU55345.1	RSAU_001521	complement(1641586..1642293)	AGU55345.1	leader peptidase, putative	-	1641586	1642293	1570881	1697363	126482	TSB	+	Gene within gap
AGU55346.1	RSAU_001522	complement(1642561..1643832)	AGU55346.1	folylpolyglutamate synthase, putative	-	1642561	1643832	1570881	1697363	126482	TSB	+	Gene within gap
AGU55347.1	RSAU_001523	complement(1643874..1646474)	AGU55347.1	valyl-tRNA synthetase	-	1643874	1646474	1570881	1697363	126482	TSB	+	Gene within gap
AGU55348.1	RSAU_001524	1646879..1647439	AGU55348.1	DNA-3-methyladenine glycosidase	+	1646879	1647439	1570881	1697363	126482	TSB	+	Gene within gap
AGU55349.1	RSAU_001525	complement(1647662..1648735)	AGU55349.1	AbrB-like protein	-	1647662	1648735	1570881	1697363	126482	TSB	+	Gene within gap
AGU55350.1	RSAU_001526	complement(1648931..1650217)	AGU55350.1	glutamate-1-semialdehyde aminotransferase	-	1648931	1650217	1570881	1697363	126482	TSB	+	Gene within gap
AGU55351.1	RSAU_001527	complement(1650265..1651239)	AGU55351.1	delta-aminolevulinic acid dehydratase	-	1650265	1651239	1570881	1697363	126482	TSB	+	Gene within gap
AGU55352.1	RSAU_001528	complement(1651242..1651910)	AGU55352.1	uroporphyrinogen-III synthase	-	1651242	1651910	1570881	1697363	126482	TSB	+	Gene within gap
AGU55353.1	RSAU_001529	complement(1651932..1652858)	AGU55353.1	porphobilinogen deaminase	-	1651932	1652858	1570881	1697363	126482	TSB	+	Gene within gap
AGU55354.1	RSAU_001530	complement(1652900..1653715)	AGU55354.1	hemA concentration negative effector	-	1652900	1653715	1570881	1697363	126482	TSB	+	Gene within gap
AGU55355.1	RSAU_001531	complement(1653737..1655083)	AGU55355.1	glutamyl-tRNA reductase	-	1653737	1655083	1570881	1697363	126482	TSB	+	Gene within gap
AGU55356.1	RSAU_001532	complement(1655300..1655890)	AGU55356.1	GTP-binding protein engB	-	1655300	1655890	1570881	1697363	126482	TSB	+	Gene within gap
AGU55357.1	RSAU_001533	complement(1656044..1657306)	AGU55357.1	ATP-dependent Clp protease, ATP-binding subunit ClpX	-	1656044	1657306	1570881	1697363	126482	TSB	+	Gene within gap
AGU55358.1	RSAU_001534	complement(1657457..1658758)	AGU55358.1	trigger factor	-	1657457	1658758	1570881	1697363	126482	TSB	+	Gene within gap
AGU55359.1	RSAU_001535	complement(1658919..1659848)	AGU55359.1	hypothetical protein	-	1658919	1659848	1570881	1697363	126482	TSB	+	Gene within gap
AGU55360.1	RSAU_001536	complement(1659867..1660475)	AGU55360.1	MutT-nudix family protein	-	1659867	1660475	1570881	1697363	126482	TSB	+	Gene within gap
AGU55361.1	RSAU_001537	complement(1660617..1660973)	AGU55361.1	50S ribosomal protein L20	-	1660617	1660973	1570881	1697363	126482	TSB	+	Gene within gap
AGU55362.1	RSAU_001538	complement(1661020..1661220)	AGU55362.1	50S ribosomal protein L35	-	1661020	1661220	1570881	1697363	126482	TSB	+	Gene within gap
AGU55363.1	RSAU_001539	complement(1661249..1661851)	AGU55363.1	translation initiation factor IF-3	-	1661249	1661851	1570881	1697363	126482	TSB	+	Gene within gap
AGU55364.1	RSAU_001540	complement(1662004..1663497)	AGU55364.1	lysine-specific permease	-	1662004	1663497	1570881	1697363	126482	TSB	+	Gene within gap
AGU55365.1	RSAU_001541	complement(1663924..1665861)	AGU55365.1	threonyl-tRNA synthetase	-	1663924	1665861	1570881	1697363	126482	TSB	+	Gene within gap
AGU55366.1	RSAU_001542	complement(1666273..1667193)	AGU55366.1	primosomal protein DnaI	-	1666273	1667193	1570881	1697363	126482	TSB	+	Gene within gap
AGU55367.1	RSAU_001543	complement(1667193..1668593)	AGU55367.1	chromosome replication initiation/membrane attachment protein	-	1667193	1668593	1570881	1697363	126482	TSB	+	Gene within gap
AGU55368.1	RSAU_001544	complement(1668594..1669064)	AGU55368.1	transcriptional regulator NrdR, putative	-	1668594	1669064	1570881	1697363	126482	TSB	+	Gene within gap
AGU55369.1	RSAU_001545	complement(1669274..1670299)	AGU55369.1	glyceraldehyde 3-phosphate dehydrogenase	-	1669274	1670299	1570881	1697363	126482	TSB	+	Gene within gap
AGU55370.1	RSAU_001546	complement(1670469..1671092)	AGU55370.1	putative dephospho-CoA kinase	-	1670469	1671092	1570881	1697363	126482	TSB	+	Gene within gap
AGU55371.1	RSAU_001547	complement(1671108..1671980)	AGU55371.1	formamidopyrimidine-DNA glycosidaseMutM, putative	-	1671108	1671980	1570881	1697363	126482	TSB	+	Gene within gap
AGU55372.1	RSAU_001548	complement(1671996..1674626)	AGU55372.1	DNA polymerase I	-	1671996	1674626	1570881	1697363	126482	TSB	+	Gene within gap
AGU55373.1	RSAU_001549	complement(1674919..1676406)	AGU55373.1	membrane protein, putative	-	1674919	1676406	1570881	1697363	126482	TSB	+	Gene within gap
AGU55374.1	RSAU_001550	complement(1676906..1678570)	AGU55374.1	sensory box histidine kinase PhoR, putative	-	1676906	1678570	1570881	1697363	126482	TSB	+	Gene within gap
AGU55375.1	RSAU_001551	complement(1678567..1679271)	AGU55375.1	two-component response regulator PhoP, putative	-	1678567	1679271	1570881	1697363	126482	TSB	+	Gene within gap
AGU55376.1	RSAU_001552	complement(1679660..1680928)	AGU55376.1	isocitrate dehyrogenase	-	1679660	1680928	1570881	1697363	126482	TSB	+	Gene within gap
AGU55377.1	RSAU_001553	complement(1680977..1682098)	AGU55377.1	methylcitrate synthase	-	1680977	1682098	1570881	1697363	126482	TSB	+	Gene within gap
AGU55378.1	RSAU_001554	1682446..1683807	AGU55378.1	D-serine/D-alanine/glycine permease	+	1682446	1683807	1570881	1697363	126482	TSB	+	Gene within gap
AGU55379.1	RSAU_001555	complement(1684154..1685911)	AGU55379.1	pyruvate kinase	-	1684154	1685911	1570881	1697363	126482	TSB	+	Gene within gap
AGU55380.1	RSAU_001556	complement(1685933..1686901)	AGU55380.1	6-phosphofructokinase	-	1685933	1686901	1570881	1697363	126482	TSB	+	Gene within gap
AGU55381.1	RSAU_001557	complement(1687170..1688114)	AGU55381.1	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit	-	1687170	1688114	1570881	1697363	126482	TSB	+	Gene within gap
AGU55382.1	RSAU_001558	complement(1688114..1688971)	AGU55382.1	acetyl-CoA carboxylase, carboxyl transferase, beta subunit	-	1688114	1688971	1570881	1697363	126482	TSB	+	Gene within gap
AGU55383.1	RSAU_001559	complement(1689166..1690395)	AGU55383.1	NADP-dependent malic enzyme, putative	-	1689166	1690395	1570881	1697363	126482	TSB	+	Gene within gap
AGU55384.1	RSAU_001560	complement(1690845..1694042)	AGU55384.1	DNA polymerase III, alpha chain	-	1690845	1694042	1570881	1697363	126482	TSB	+	Gene within gap
AGU55385.1	RSAU_001561	complement(1694063..1695004)	AGU55385.1	Exopolyphosphatase-related protein	-	1694063	1695004	1570881	1697363	126482	TSB	+	Gene within gap
AGU55386.1	RSAU_001562	complement(1695404..1696702)	AGU55386.1	transcriptional regulator containing CBS domains, putative	-	1695404	1696702	1570881	1697363	126482	TSB	+	Gene within gap
AGU54927.1	RSAU_001097	1176487..1176975	AGU54927.1	polypeptide deformylase def2	+	1176487	1176975	1176375	1283074	106699	TSB	-	Gene within gap
AGU54928.1	RSAU_001098	1176968..1177903	AGU54928.1	methionyl-tRNA formyltransferase	+	1176968	1177903	1176375	1283074	106699	TSB	-	Gene within gap
AGU54929.1	RSAU_001099	1177900..1179207	AGU54929.1	ribosomal RNA small subunit methyltransferase B	+	1177900	1179207	1176375	1283074	106699	TSB	-	Gene within gap
AGU54930.1	RSAU_001100	1179210..1180304	AGU54930.1	ribosomal RNA large subunit methyltransferase N, putative	+	1179210	1180304	1176375	1283074	106699	TSB	-	Gene within gap
AGU54931.1	RSAU_001101	1180311..1181054	AGU54931.1	PP2C protein phosphatase, putative	+	1180311	1181054	1176375	1283074	106699	TSB	-	Gene within gap
AGU54932.1	RSAU_001102	1181051..1183045	AGU54932.1	serine/threonine-protein kinase PknB	+	1181051	1183045	1176375	1283074	106699	TSB	-	Gene within gap
AGU54933.1	RSAU_001103	1183273..1184148	AGU54933.1	GTPase engC, putative	+	1183273	1184148	1176375	1283074	106699	TSB	-	Gene within gap
AGU54934.1	RSAU_001104	1184149..1184793	AGU54934.1	ribulose-phosphate 3-epimerase	+	1184149	1184793	1176375	1283074	106699	TSB	-	Gene within gap
AGU54935.1	RSAU_001105	1184800..1185441	AGU54935.1	thiamine pyrophosphokinase	+	1184800	1185441	1176375	1283074	106699	TSB	-	Gene within gap
AGU54936.1	RSAU_001106	complement(1185823..1186011)	AGU54936.1	50S ribosomal protein L28	-	1185823	1186011	1176375	1283074	106699	TSB	-	Gene within gap
AGU54937.1	RSAU_001107	1186454..1186828	AGU54937.1	alkaline-shock protein, putative	+	1186454	1186828	1176375	1283074	106699	TSB	-	Gene within gap
AGU54938.1	RSAU_001108	1186843..1188489	AGU54938.1	dihydroxyacetone kinase domain protein YloV, putative	+	1186843	1188489	1176375	1283074	106699	TSB	-	Gene within gap
AGU54939.1	RSAU_001109	1188679..1190739	AGU54939.1	ATP-dependent DNA helicase RecG	+	1188679	1190739	1176375	1283074	106699	TSB	-	Gene within gap
AGU54940.1	RSAU_001110	1190942..1191514	AGU54940.1	fatty acid biosynthesis transcriptional regulator, putative	+	1190942	1191514	1176375	1283074	106699	TSB	-	Gene within gap
AGU54941.1	RSAU_001111	1191519..1192505	AGU54941.1	fatty acid-phospholipid biosynthesis protein PlsX	+	1191519	1192505	1176375	1283074	106699	TSB	-	Gene within gap
AGU54942.1	RSAU_001112	1192498..1193424	AGU54942.1	malonyl CoA-acyl carrier protein transacylase	+	1192498	1193424	1176375	1283074	106699	TSB	-	Gene within gap
AGU54943.1	RSAU_001113	1193411..1194151	AGU54943.1	3-oxoacyl-[acyl-carrier protein] reductase	+	1193411	1194151	1176375	1283074	106699	TSB	-	Gene within gap
AGU54944.1	RSAU_001114	1194521..1194754	AGU54944.1	acyl carrier protein	+	1194521	1194754	1176375	1283074	106699	TSB	-	Gene within gap
AGU54945.1	RSAU_001115	1194870..1195601	AGU54945.1	Ribonuclease III	+	1194870	1195601	1176375	1283074	106699	TSB	-	Gene within gap
AGU54946.1	RSAU_001116	1195748..1199314	AGU54946.1	chromosome segregation SMC protein, putative	+	1195748	1199314	1176375	1283074	106699	TSB	-	Gene within gap
AGU54947.1	RSAU_001117	1199314..1200564	AGU54947.1	signal recognition particle-docking protein FtsY	+	1199314	1200564	1176375	1283074	106699	TSB	-	Gene within gap
AGU54948.1	RSAU_001118	1200551..1200883	AGU54948.1	Sigma70 region 4-domain containing protein	+	1200551	1200883	1176375	1283074	106699	TSB	-	Gene within gap
AGU54949.1	RSAU_001119	1200909..1202276	AGU54949.1	signal recognition particle protein	+	1200909	1202276	1176375	1283074	106699	TSB	-	Gene within gap
AGU54950.1	RSAU_001120	1202711..1202986	AGU54950.1	30S ribosomal protein S16	+	1202711	1202986	1176375	1283074	106699	TSB	-	Gene within gap
AGU54951.1	RSAU_001121	1203174..1203677	AGU54951.1	16S rRNA processing protein RimM	+	1203174	1203677	1176375	1283074	106699	TSB	-	Gene within gap
AGU54952.1	RSAU_001122	1203677..1204414	AGU54952.1	tRNA (Guanine-1)-methyltransferase	+	1203677	1204414	1176375	1283074	106699	TSB	-	Gene within gap
AGU54953.1	RSAU_001123	1204517..1204867	AGU54953.1	50S ribosomal protein L19	+	1204517	1204867	1176375	1283074	106699	TSB	-	Gene within gap
AGU54954.1	RSAU_001124	complement(1205111..1207717)	AGU54954.1	putative membrane protein	-	1205111	1207717	1176375	1283074	106699	TSB	-	Gene within gap
AGU54955.1	RSAU_001125	1208118..1209002	AGU54955.1	GTPase YlqF, putative	+	1208118	1209002	1176375	1283074	106699	TSB	-	Gene within gap
AGU54956.1	RSAU_001126	1208986..1209753	AGU54956.1	ribonuclease HII	+	1208986	1209753	1176375	1283074	106699	TSB	-	Gene within gap
AGU54957.1	RSAU_001127	1209862..1211028	AGU54957.1	succinyl-CoA synthetase, beta subunit	+	1209862	1211028	1176375	1283074	106699	TSB	-	Gene within gap
AGU54958.1	RSAU_001128	1211050..1211958	AGU54958.1	succinyl-CoA synthetase, alpha subunit	+	1211050	1211958	1176375	1283074	106699	TSB	-	Gene within gap
AGU54959.1	RSAU_001129	1212185..1212397	AGU54959.1	cell wall hydrolase LytN, putative	+	1212185	1212397	1176375	1283074	106699	TSB	-	Gene within gap
AGU54960.1	RSAU_001130	1212425..1213669	AGU54960.1	endopeptidase resistance protein FmhC	+	1212425	1213669	1176375	1283074	106699	TSB	-	Gene within gap
AGU54961.1	RSAU_001131	1213841..1214713	AGU54961.1	DNA processing protein DprA	+	1213841	1214713	1176375	1283074	106699	TSB	-	Gene within gap
AGU54962.1	RSAU_001132	1214886..1216961	AGU54962.1	DNA topoisomerase I	+	1214886	1216961	1176375	1283074	106699	TSB	-	Gene within gap
AGU54963.1	RSAU_001133	1217117..1218424	AGU54963.1	tRNA (uracil-5-)-methyltransferase Gid	+	1217117	1218424	1176375	1283074	106699	TSB	-	Gene within gap
AGU54964.1	RSAU_001134	1218841..1219737	AGU54964.1	tyrosine recombinase XerC	+	1218841	1219737	1176375	1283074	106699	TSB	-	Gene within gap
AGU54965.1	RSAU_001135	1219734..1220279	AGU54965.1	ATP-dependent protease, subunit HslV	+	1219734	1220279	1176375	1283074	106699	TSB	-	Gene within gap
AGU54966.1	RSAU_001136	1220345..1221748	AGU54966.1	ATP-dependent protease ATP-binding subunit HslU	+	1220345	1221748	1176375	1283074	106699	TSB	-	Gene within gap
AGU54967.1	RSAU_001137	1221773..1222546	AGU54967.1	GTP-sensing pleiotropic transcriptional repressor CodY	+	1221773	1222546	1176375	1283074	106699	TSB	-	Gene within gap
AGU54968.1	RSAU_001138	1222888..1223655	AGU54968.1	30S ribosomal protein S2	+	1222888	1223655	1176375	1283074	106699	TSB	-	Gene within gap
AGU54969.1	RSAU_001139	1223837..1224718	AGU54969.1	elongation factor Ts	+	1223837	1224718	1176375	1283074	106699	TSB	-	Gene within gap
AGU54970.1	RSAU_001140	1224855..1225577	AGU54970.1	uridylate kinase	+	1224855	1225577	1176375	1283074	106699	TSB	-	Gene within gap
AGU54971.1	RSAU_001141	1225596..1226150	AGU54971.1	ribosome recycling factor	+	1225596	1226150	1176375	1283074	106699	TSB	-	Gene within gap
AGU54972.1	RSAU_001142	1226523..1227293	AGU54972.1	undecaprenyl pyrophosphate synthetase	+	1226523	1227293	1176375	1283074	106699	TSB	-	Gene within gap
AGU54973.1	RSAU_001143	1227300..1228082	AGU54973.1	phosphatidate cytidylyltransferase	+	1227300	1228082	1176375	1283074	106699	TSB	-	Gene within gap
AGU54974.1	RSAU_001144	1228294..1229580	AGU54974.1	membrane-associated zinc metalloprotease, putative	+	1228294	1229580	1176375	1283074	106699	TSB	-	Gene within gap
AGU54975.1	RSAU_001145	1229600..1231303	AGU54975.1	prolyl-tRNA synthetase	+	1229600	1231303	1176375	1283074	106699	TSB	-	Gene within gap
AGU54976.1	RSAU_001146	1231561..1235877	AGU54976.1	Gram-positive type DNA polymerase III, alpha subunit	+	1231561	1235877	1176375	1283074	106699	TSB	-	Gene within gap
AGU54977.1	RSAU_001147	1236165..1236632	AGU54977.1	ribosome maturation factor RimP	+	1236165	1236632	1176375	1283074	106699	TSB	-	Gene within gap
AGU54978.1	RSAU_001148	1236653..1237432	AGU54978.1	hypothetical protein	+	1236653	1237432	1176375	1283074	106699	TSB	-	Gene within gap
AGU54979.1	RSAU_001149	1237389..1237829	AGU54979.1	hypothetical protein	+	1237389	1237829	1176375	1283074	106699	TSB	-	Gene within gap
AGU54980.1	RSAU_001150	1237850..1238134	AGU54980.1	putative YlxR-domain protein	+	1237850	1238134	1176375	1283074	106699	TSB	-	Gene within gap
AGU54981.1	RSAU_001151	1238131..1238448	AGU54981.1	L7Ae/L30e/S12e/Gadd45 family ribosomal protein	+	1238131	1238448	1176375	1283074	106699	TSB	-	Gene within gap
AGU54982.1	RSAU_001152	1238453..1240570	AGU54982.1	translation initiation factor IF-2	+	1238453	1240570	1176375	1283074	106699	TSB	-	Gene within gap
AGU54983.1	RSAU_001153	1240915..1241307	AGU54983.1	ribosome-binding factor A	+	1240915	1241307	1176375	1283074	106699	TSB	-	Gene within gap
AGU54984.1	RSAU_001154	1241477..1242394	AGU54984.1	tRNA pseudouridine synthase B	+	1241477	1242394	1176375	1283074	106699	TSB	-	Gene within gap
AGU54985.1	RSAU_001155	1242409..1243380	AGU54985.1	bifunctional riboflavin kinase and FMN adenylyltransferase	+	1242409	1243380	1176375	1283074	106699	TSB	-	Gene within gap
AGU54986.1	RSAU_001156	1243495..1243764	AGU54986.1	30S ribosomal protein S15	+	1243495	1243764	1176375	1283074	106699	TSB	-	Gene within gap
AGU54987.1	RSAU_001157	1244134..1246230	AGU54987.1	polyribonucleotide nucleotidyltransferase	+	1244134	1246230	1176375	1283074	106699	TSB	-	Gene within gap
AGU54988.1	RSAU_001158	1246466..1248139	AGU54988.1	metallo-beta-lactamase family protein-like protein	+	1246466	1248139	1176375	1283074	106699	TSB	-	Gene within gap
